"code","latest_ecp","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010"
"FREN3112","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98660","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"FREN3114","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98659","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"FREN3113","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94296","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"FREN3115","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91865","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"FREN3116","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95355","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"FREN3330","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94025","","","S1      ","","  S2    ","","","S1      ","","S1      ",""
"FREN3210","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92823","","","S1      ","","S1      ","","S1      ","","S1      ","","S1      "
"FREN3310","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96680","","S1      ","","S1      ","","S1      ","","S1      ","","  S2    ",""
"FREN3375","","","","","","","","","","","",""
"FREN3360","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=88804","","  S2    ","","  S2    ","","  S2    ","","  S2    ","","  S2    ",""
"FREN3350","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100494","","S1      ","","S1      ","","S1      ","","S1      ","","S1      ",""
"FREN3380","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95353","","","  S2    ","","  S2    ","","  S2    ","","  S2    ","","  S2    "
"FREN3910","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93332","","S1S2    ","S1S2    ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2    ","S1S2    "
"FREN6340","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=84833","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1      ","S1      "
"FREN6350","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=73830","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1      "
"FREN6364","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98673","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1      "
"FREN6910","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92163","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ",""
"FREN6920","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94126","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","  S2    ","S1S2    ","S1S2    ","S1S2    "
"FRST3001","","","","","","","","","","  S2    ","",""
"FRST3006","","","","","","","","","","  S2    ","",""
"FRST3004","","","","","","","","","","","","S1      "
"FRST7000","","","","","","","","","","","",""
"FRST7003","","","","","","","","","","","",""
"FREN6911","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91379","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ",""
"FRST7005","","","","","","","","","","","",""
"GEND2001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95485","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","","",""
"GEND2002","","","","","","","","","","","",""
"GEND3002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=61363","","","","","","","","  S2    ","  S2    ","  S2    ","  S2    "
"GEND6004","","","","","","","","","  S2    ","","",""
"GEND1010","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98823","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","","","",""
"GENP7001","","","","","","","","","","","",""
"GENP7002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=77586","","","","","S1      ","S1      ","","S1S2    ","S1S2    ","  S2    ","S1S2    "
"GEND3001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98636","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","  S2    ","S1      ","S1      ","S1      "
"GENP7003","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=45757","","","","","S1      ","S1      ","","  S2    ","  S2    ","  S2    ","  S2    "
"GENP7004","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=48287","","","","","S1      ","S1      ","","  S2    ","S1S2    ","S1S2    ","S1S2    "
"GENP7005","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=48434","","","","","","","","  S2    ","S1S2    ","S1S2    ","  S2    "
"GENP7006","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=62649","","","","","S1      ","S1      ","","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"GENP7008","","","","","","","","","","","",""
"GENP7009","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=47042","","","","","S1      ","S1      ","","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"GEOG1000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91847","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOG2000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96746","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"GEOG2001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95522","","  S2    ","  S2    ","","  S2    ","  S2    ","","  S2    ","  S2    ","  S2    ","  S2    "
"GEOG2104","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95509","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","",""
"GENP7007","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=45202","","","","","","","","  S2    ","  S2    ","  S2    ","  S2    "
"GEOG2205","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96087","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"GEOG3000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100448","","S1      ","S1      ","S1      ","S1      ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOG3003","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92510","","  S2    ","  S2    ","  S2    ","  S2    ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"GEOG3205","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91190","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOG6000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=73971","","","","","","S1S2    ","S1      ","S1      ","S1      ","S1      ","S1      "
"GEOG7000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93115","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOG7002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=100404","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"GEOM1000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93041","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOM2001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96321","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"GEOM2000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96941","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"GEOM3001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94295","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOM3005","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90638","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOM7000","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99138","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"GEOM7001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92545","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOM7004","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92544","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOM7005","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95773","","S1  SS  ","S1  SS  ","S1  SS  ","S1  SS  ","S1  SS  ","S1  SS  ","S1      ","S1      ","S1      ","S1      "
"GEOM7007","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96614","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"GEOM7008","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=72753","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOM7009","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98512","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2SS  ","S1S2SS  "
"GEOM7011","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=45706","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOM7400","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96530","","S1S2SS  ","S1S2    ","S1S2SS  ","","","","","","",""
"GEOM7200","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93153","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","","","",""
"GEOS1100","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97377","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"GEOM3002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92394","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOS2100","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97378","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"GEOS2101","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=92448","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOM7002","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=91926","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOS2103","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93663","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOS2105","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94987","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","","","","",""
"GEOS2110","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=85193","","","","S1      ","S1      ","","","","","",""
"GEOS3004","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99846","","S1      ","S1      ","","S1      ","S1      ","","","","",""
"GEOS3102","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90595","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOS3103","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=98648","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      "
"GEOS3106","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97987","","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","S1      ","",""
"GEOS3108","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94341","","","  S2    ","  S2    ","","S1      ","S1      ","S1      ","S1      ","",""
"GEOS3107","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=90708","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","",""
"GEOS3400","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95691","","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  "
"GEOS3401","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=99207","","S1      ","S1      ","S1      ","","","","","","",""
"GEOS3402","","","  S2    ","  S2    ","  S2    ","","","","","","",""
"GEOS6001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=94023","","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    "
"GEOS6101","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=88734","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOS7001","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=97200","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","",""
"GEOS7103","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=93201","","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    ","  S2    "
"GEOS7400","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95696","","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  "
"GEOS7106","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=95887","","S1      ","S1      ","S1      ","S1      ","","","","","",""
"GEOS7401","https://www.courses.uq.edu.au/student_section_loader.php?section=1&profileId=96013","","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2    ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  ","S1S2SS  "
